"uniprot_id","protein","gene","description","n_seq","sum_spectra","is_keratin","CR006_T1","CR008_T1","CR009_T1","CR009_T2","CR010_T1","CR010_T2","CR015_T1","CR015_T2","CR017_T1","CR017_T2","CR018_T1","CR018_T2","CR022_T1","CR022_T2","CR072_T1","CR072_T2","CR149_T1","CR149_T2","CR163_T1","CR163_T2","CR383_T1","CR386_T2","logFC_Baseline_CREvPLA","CI.L_Baseline_CREvPLA","CI.R_Baseline_CREvPLA","average_intensity_Baseline_CREvPLA","t_Baseline_CREvPLA","B_Baseline_CREvPLA","P.Value_Baseline_CREvPLA","adj.P.Val_Baseline_CREvPLA","sig.PVal_Baseline_CREvPLA","sig.FDR_Baseline_CREvPLA","logFC_Training_CREvPLA","CI.L_Training_CREvPLA","CI.R_Training_CREvPLA","average_intensity_Training_CREvPLA","t_Training_CREvPLA","B_Training_CREvPLA","P.Value_Training_CREvPLA","adj.P.Val_Training_CREvPLA","sig.PVal_Training_CREvPLA","sig.FDR_Training_CREvPLA","logFC_Training_CRE","CI.L_Training_CRE","CI.R_Training_CRE","average_intensity_Training_CRE","t_Training_CRE","B_Training_CRE","P.Value_Training_CRE","adj.P.Val_Training_CRE","sig.PVal_Training_CRE","sig.FDR_Training_CRE","logFC_Training_PLA","CI.L_Training_PLA","CI.R_Training_PLA","average_intensity_Training_PLA","t_Training_PLA","B_Training_PLA","P.Value_Training_PLA","adj.P.Val_Training_PLA","sig.PVal_Training_PLA","sig.FDR_Training_PLA","logFC_Interaction","CI.L_Interaction","CI.R_Interaction","average_intensity_Interaction","t_Interaction","B_Interaction","P.Value_Interaction","adj.P.Val_Interaction","sig.PVal_Interaction","sig.FDR_Interaction"
"O00533","NCHL1_HUMAN","CHL1","Neural cell adhesion molecule L1-like protein",3,3,FALSE,18.7305184728313,NA,20.4853682925517,20.4056888757197,18.05771191531,18.9855614133001,18.8604760871649,17.7999451855907,18.0162749078289,NA,18.978859707395,18.9689576897639,18.1371208389723,18.1336353825004,NA,18.2848548145331,17.7405246468768,18.2676091572337,18.2136496666737,17.8166814488356,20.1301100322674,19.1052545751478,0.256704121085015,-0.764985630197459,1.27839387236749,18.6904633216051,0.52976937589341,-4.64787337367799,0.603067001348635,0.970323593063465,0,0,0.212143555538329,-0.887981172046509,1.31226828312317,18.6904633216051,0.406593997284858,-4.64796683513189,0.689337933449993,0.994350208748321,0,0,0.00292179038526186,-0.869154228359002,0.874997809129526,18.6904633216051,0.00706427760537545,-4.69214355151179,0.994445137556546,0.997940272061553,0,0,0.0474823559319475,-0.823718896160127,0.918683608024022,18.6904633216051,0.114917670563442,-5.51077554440082,0.909845852868486,0.991825214213572,0,0,-0.0445605655466856,-1.27724390043673,1.18812276934336,18.6904633216051,-0.07622057403847,-4.6457349744048,0.940126206782852,0.996101305024912,0,0
"O14791","APOL1_HUMAN","APOL1","Apolipoprotein L1",4,4,FALSE,25.3803138456705,24.9702081532388,25.8762079302385,25.33366857762,26.0976010628901,26.102339621663,24.7313587323624,24.8206617495618,25.8044162704425,26.7037927288878,25.6759593913106,26.1986707744727,26.020720229493,25.8862184678466,25.7424412868423,25.8592178099725,26.4475369748757,26.1520334285838,25.6198380067842,25.8769178504774,25.659881502178,25.2506528341051,0.1236134272913,-0.446704935526222,0.693931790108822,25.7368480558872,0.451918954784048,-4.65870520949599,0.656156594712886,0.972684372382738,0,0,-0.155540879885891,-0.764782446547638,0.453700686775857,25.7368480558872,-0.532313266136525,-4.64593823681225,0.600332881901589,0.994350208748321,0,0,0.0106701933264013,-0.475153914482432,0.496494301135235,25.7368480558872,0.0457936742933302,-4.70096889719843,0.96392571768279,0.997940272061553,0,0,0.289824500503592,-0.19303468907573,0.772683690082914,25.7368480558872,1.25148848905167,-4.8891571548674,0.225097503396659,0.975226410142607,0,0,-0.27915430717719,-0.964120044049809,0.405811429695428,25.7368480558872,-0.849743301456164,-4.61234051502748,0.405455959861891,0.996101305024912,0,0
"O15033","AREL1_HUMAN","AREL1","Apoptosis-resistant E3 ubiquitin protein ligase 1",1,1,FALSE,21.5855749923336,20.3806614193975,21.4163443152491,21.3902552386324,20.8642763561039,22.2017982558261,21.5370181071876,21.2390061904293,21.7513054914609,21.6769228934591,21.5180566447235,21.4868428299606,21.9224637190334,22.0727233928913,22.9472774464263,22.3730248676191,21.7106701279393,21.8720749720956,20.2931970537181,20.6121711760108,22.7551671803661,21.6573899515909,-0.411542319102434,-1.11875728386252,0.295672645657655,21.6029192101116,-1.21331990720248,-4.56833458742159,0.239045841555551,0.96930920464428,0,0,-0.0130567777203616,-0.768537893510646,0.742424338069923,21.6029192101116,-0.0360350112623523,-4.66502328317614,0.971609206985042,0.994350208748321,0,0,0.387827103000269,-0.214611993623309,0.990266199623848,21.6029192101116,1.34226192802524,-4.53397674764454,0.194446777979088,0.85657495108128,0,0,-0.0106584383818031,-0.609420931413588,0.588104054649982,21.6029192101116,-0.0371151530127521,-5.56210855014123,0.970758603143632,0.997976134072893,0,0,0.398485541382072,-0.450896226848369,1.24786730961251,21.6029192101116,0.978187024934475,-4.60022405108264,0.339586085335298,0.996101305024912,0,0
"O15056","SYNJ2_HUMAN","SYNJ2","Synaptojanin-2",1,1,FALSE,23.2769003915502,21.9323086307332,21.3420409226839,21.8924870234793,21.6425828140628,20.8883585128686,21.9810767795809,21.9023818394844,22.1449092856069,21.1505545275476,22.7751492710999,22.4990411589386,22.3377532916599,22.2171868110801,21.2800810704408,21.414045162342,21.6764779190475,21.6328141958685,22.1702651703133,21.8334797871474,22.7544413324263,22.3662462029896,-0.444022824149499,-1.04021209094046,0.15216644264146,21.9595719136796,-1.55286394375144,-4.50750838772834,0.136028696659953,0.96930920464428,0,0,-0.24817402344334,-0.885052136804841,0.38870408991816,21.9595719136796,-0.812479218978805,-4.62120127882577,0.426016511208355,0.994350208748321,0,0,-0.231500177847046,-0.739362343099814,0.276361987405722,21.9595719136796,-0.950424741911075,-4.61409971279451,0.353163167492257,0.903166812414277,0,0,-0.427348978553205,-0.932111730319417,0.0774137732130066,21.9595719136796,-1.76525575261167,-4.27566261207026,0.0926792641760066,0.95754492511197,0,0,0.195848800706159,-0.520188498926918,0.911886100339235,21.9595719136796,0.570292335513658,-4.63341838619477,0.574787044330745,0.996101305024912,0,0
"O15078","CE290_HUMAN","CEP290","Centrosomal protein of 290 kDa",3,3,FALSE,23.233664207762,23.7331762598279,23.672540689478,23.5278075004029,22.8447728630972,23.785281463281,23.3318425201459,23.7072804906799,23.66545452167,23.8273234398798,23.5012067875074,23.7819450295782,23.4878558550648,23.3567655928364,22.8768199378958,23.6969697201113,23.5564242689407,23.5588976035835,23.4196848212298,23.3265018622119,23.4605313248592,22.9714499337057,0.0148914940058056,-0.34940591372694,0.379188901738552,23.4692816678977,0.0852303858587906,-4.67368989056295,0.932919793036075,0.974251682600964,0,0,0.0354501237733622,-0.35370992767833,0.424610175225055,23.4692816678977,0.18993358612132,-4.66264324852086,0.851262382268037,0.994350208748321,0,0,0.136019427779285,-0.174306303649881,0.446345159208451,23.4692816678977,0.913893146121002,-4.62042795663893,0.371584471721875,0.916700381745373,0,0,0.115460798011728,-0.192971057828698,0.423892653852154,23.4692816678977,0.780526391617913,-5.29379962939355,0.444158469670803,0.980641876538483,0,0,0.0205586297675566,-0.41697110554676,0.458088365081874,23.4692816678977,0.0979712967123578,-4.65074479108578,0.922923549109927,0.996101305024912,0,0
"O15090","ZN536_HUMAN","ZNF536","Zinc finger protein 536",1,1,FALSE,20.032519263045,NA,19.8442400557943,19.3764175882522,18.1216313121835,18.6916592502107,18.9051329386433,18.9995029029671,19.6715293682633,19.6242949461437,18.1147245503005,18.7851433195653,19.3264032909916,18.7475318522689,20.8160372253967,18.9989005895164,19.2415958822808,19.6012683260888,19.4540985717202,NA,18.86991837155,NA,0.3033782208324,-0.44395252553851,1.05070896720331,19.2222394529043,0.855942509408315,-4.61759397446689,0.403836773719655,0.96930920464428,0,0,-0.367611956880207,-1.23290806119451,0.497684147434095,19.2222394529043,-0.895772913443805,-4.60795909336964,0.382781860230909,0.994350208748321,0,0,-0.42190447530739,-1.096225311112,0.252416360497223,19.2222394529043,-1.31923024281675,-4.54689497048468,0.204444592441268,0.85657495108128,0,0,0.249085702405218,-0.405971342414415,0.90414274722485,19.2222394529043,0.801756932405175,-5.22047713599883,0.433668696400125,0.980641876538483,0,0,-0.670990177712607,-1.61110098052686,0.269120625101647,19.2222394529043,-1.50490874322974,-4.54609671435748,0.150551740074954,0.996101305024912,0,0
"O43497","CAC1G_HUMAN","CACNA1G","Voltage-dependent T-type calcium channel subunit alpha-1G",2,2,FALSE,NA,20.2886180890961,19.5600791925015,20.1599076849295,19.2736821391678,18.7270466989617,21.1286538480537,20.9113461545985,20.6291510349734,19.5822699256743,19.9094776208934,20.4283706974202,19.5574503884559,19.8794474363174,NA,20.4390090797652,20.0072480689135,19.4599292009226,19.7383934070703,19.3261674387329,19.7865657138335,19.3854017470964,-0.516012932545664,-1.218580855675,0.186554990583668,19.9089107783689,-1.54220055158809,-4.51770836973669,0.140288796616891,0.96930920464428,0,0,0.00286402114251771,-0.713519050910615,0.71924709319565,19.9089107783689,0.00839459000715664,-4.66401058073206,0.993393794204387,0.994350208748321,0,0,0.104428840517151,-0.470201835560058,0.679059516594361,19.9089107783689,0.38159285537554,-4.68422854150119,0.707196242137381,0.982662080818826,0,0,-0.41444811317103,-1.00446668090388,0.175570454561816,19.9089107783689,-1.47493565097338,-4.61677411096397,0.157374598173927,0.975226410142607,0,0,0.518876953688181,-0.304726302836748,1.34248021021311,19.9089107783689,1.32286312872675,-4.5630706819914,0.202315251827633,0.996101305024912,0,0
"O43866","CD5L_HUMAN","CD5L","CD5 antigen-like",8,8,FALSE,22.4485011599298,24.4939244512979,22.0546330657029,24.1730546028143,22.7477456517484,22.5553978559055,22.0394936181827,25.2480610776499,22.0918385279338,22.0207747558874,22.3704882529697,21.3674812711933,23.4906978145731,23.2715821594767,21.0540761548913,23.9039044297307,22.674010062217,22.9897415407166,23.3271153374203,24.0461950864657,22.2812150151187,22.2315758229619,0.750891628922755,-0.35663316756367,1.85841642540918,22.8582503506722,1.41363102728857,-4.53366398847805,0.17274102768805,0.96930920464428,0,0,1.36126312364063,0.178151749153791,2.54437449812747,22.8582503506722,2.39899152930235,-4.35369951199706,0.0262310250110456,0.994350208748321,1,0,0.899160733520354,-0.044281177539654,1.84260264458036,22.8582503506722,1.98716730085435,-4.36470197990213,0.0606749121318975,0.85657495108128,0,0,0.288789238802476,-0.648894975025908,1.22647345263086,22.8582503506722,0.642150264687791,-5.37970017794193,0.528017828893168,0.980641876538483,0,0,0.610371494717878,-0.719791775113128,1.94053476454888,22.8582503506722,0.956756797210476,-4.60234533163171,0.350034386353798,0.996101305024912,0,0
"O75636","FCN3_HUMAN","FCN3","Ficolin-3",8,8,FALSE,26.9244579444922,26.2604098000336,26.2079479300602,26.5623659662983,26.4076228552611,26.4168465143115,26.4709376225423,26.629572611035,26.4722695260046,26.5418786523782,26.695868764573,26.572310169279,26.7118885087966,26.431886250668,25.9059801844406,26.294659391741,23.9569183706706,24.1836270430148,26.2642052748496,26.2943744251238,26.4907999972545,26.4745913324574,0.169164036311031,-0.639147323104695,0.977475395726757,26.2350645061494,0.436356672580989,-4.65974808555912,0.667219753467077,0.972684372382738,0,0,0.336906208360386,-0.526570949429272,1.20038336615004,26.2350645061494,0.813524103941012,-4.62109163046849,0.425431202752189,0.994350208748321,0,0,0.073327532540052,-0.615230246101099,0.761885311181203,26.2350645061494,0.222043951224843,-4.69624449512865,0.826515698892012,0.996032030693816,0,0,-0.0944146395093028,-0.778770243994929,0.589940964976323,26.2350645061494,-0.287653574770063,-5.52565823593069,0.776550922706211,0.985836210711108,0,0,0.167742172049355,-0.803058738497253,1.13854308259596,26.2350645061494,0.360266891038839,-4.64408663819931,0.722398107389303,0.996101305024912,0,0
"O75882","ATRN_HUMAN","ATRN","Attractin",20,20,FALSE,24.3086786915902,23.8545190876672,23.9475796948193,24.1790254377337,23.5715754424317,24.399790335332,24.4375875007651,23.8199041294154,23.9244433566897,24.0453563012038,24.2616413083551,24.1721383484382,24.3319944525336,24.0737176208309,24.2949611329542,24.1600363064335,24.028776373487,24.265380136677,23.961773550818,23.9061819895843,24.0752610598474,24.108611171067,-0.188640694161219,-0.485319228828937,0.1080378405065,24.0967697013034,-1.32574966194724,-4.54933313375924,0.199763894024829,0.96930920464428,0,0,-0.00653133794583027,-0.323457649704277,0.310394973812616,24.0967697013034,-0.0429690867693313,-4.66498573161188,0.966149321760206,0.994350208748321,0,0,0.108665707608825,-0.144059075263182,0.361390490480832,24.0967697013034,0.896513729301023,-4.62336408762632,0.380569552421564,0.916700381745373,0,0,-0.0734436486065633,-0.324626086618069,0.177738789404942,24.0967697013034,-0.609645309943641,-5.39757252309927,0.548913518601307,0.980641876538483,0,0,0.182109356215388,-0.174208525798841,0.538427238229618,24.0967697013034,1.06563114572547,-4.59117115620104,0.299199102386037,0.996101305024912,0,0
"O94915","FRYL_HUMAN","FRYL","Protein furry homolog-like",1,1,FALSE,18.9468564743212,21.057216099135,NA,22.0170253412445,20.9415675731684,18.1994780620339,19.0093773602406,21.3751183310764,19.9612481239096,21.2981275442395,20.6802360377173,21.0240082859108,NA,NA,19.1153161136528,20.86631343766,19.9377350276772,20.0760254024534,20.2106886572366,21.5726154703888,19.6777790970896,21.8252926636477,0.510945389255074,-0.744254087304109,1.76614486581426,20.4101065843581,0.85829143911081,-4.61496610191603,0.402574471698977,0.96930920464428,0,0,0.0813511514574223,-1.18266312930943,1.34536543222427,20.4101065843581,0.135701537904288,-4.65959007636183,0.893638182561363,0.994350208748321,0,0,0.709242983536683,-0.383870982593719,1.80235694966709,20.4101065843581,1.36805214300618,-4.5389186709933,0.188964026130395,0.85657495108128,0,0,1.13883722133433,0.170614517894111,2.10705992477456,20.4101065843581,2.48004429007588,-3.23972178600376,0.0238067521500311,0.523748547300685,1,0,-0.429594237797652,-1.88985221035128,1.03066373475598,20.4101065843581,-0.620300180036036,-4.62614704150687,0.543220036619815,0.996101305024912,0,0
